metric,mean,std
time,23.87371324300766,0.7459786552691756
rmse_c0_imputation,0.1085838878478948,0.016067256546616844
rmse_c0_forecast,0.1246129251700522,0.03585597652844815
rmse_c0_overall,0.1177341669601941,0.023674239806808436
rmse_c1_imputation,0.04763450053228829,0.01174070039772106
rmse_c1_forecast,0.053878455199699866,0.01954548379253297
rmse_c1_overall,0.051269856596326546,0.014679759937654486
