metric,mean,std
time,332.8817071424772,12.43121727583552
rmse_c0_imputation,0.2842323298869305,0.029750049733509462
rmse_c0_forecast,0.4601396560398411,0.15804288431082447
rmse_c0_overall,0.3855755406623004,0.10120908744082172
rmse_c1_imputation,0.362168998636144,0.049805185737211384
rmse_c1_forecast,0.6479164588495905,0.2588518868112589
rmse_c1_overall,0.529604241523936,0.1706372475694185
