run,time,rmse_c0_imputation,rmse_c0_forecast,rmse_c0_overall,rmse_c1_imputation,rmse_c1_forecast,rmse_c1_overall
0,24.95044779777527,0.030740264078357647,0.04224257282547475,0.03692413587129519,0.03669208119975443,0.04555667650848271,0.04134881045219981
1,24.786189317703247,0.03724827380929919,0.06811394829654542,0.05484894154073166,0.06681046638495163,0.132180595962292,0.10462988287339188
2,23.291316747665405,0.04686698325759906,0.1081901179057838,0.08328263313634221,0.04774369037345411,0.11968546439582595,0.09101248959633366
3,23.782395362854004,0.05554891934122142,0.11562018147415558,0.09061367606501641,0.05561696480717572,0.12268144312640977,0.09514917896432684
4,23.09015440940857,0.05292954935891206,0.06206072099187463,0.057661942692388314,0.05789934759522391,0.10693102355767135,0.08591100326313864
5,22.828248023986816,0.0485846925117479,0.03220688432366733,0.04124244069069675,0.03880746905957411,0.05951589940360112,0.05020865899168209
6,23.362696647644043,0.04548946102264181,0.05803079773756617,0.05211919059551149,0.0645291571397939,0.10231723790150894,0.08547861766470269
7,23.184110403060913,0.0351167857822923,0.13653248104232066,0.09954917556802603,0.06779205565025144,0.20526547248781707,0.1526642324242259
8,23.14477562904358,0.05587584534931758,0.28111246410198315,0.20237325960191982,0.04965131658999203,0.3207700647341115,0.22917878096707112
9,23.03499722480774,0.045457879804724335,0.27242761007604205,0.19501083818214918,0.04460959272108778,0.3234272132789997,0.2305162735019973
10,22.92048168182373,0.028001500154732167,0.04049704923662351,0.03479531986187498,0.040946289142618233,0.07561801784036017,0.06075398306903287
11,23.18325924873352,0.05223590889437016,0.28020999096680466,0.20125869702908344,0.04700356244641707,0.37654220472675554,0.26791654921147834
13,23.341598749160767,0.042766975299533036,0.14327954290545278,0.10559305398204515,0.044132473126286945,0.15930268374573864,0.11673052430082632
14,23.207090377807617,0.048373576041829014,0.042924727516292636,0.0457388502487427,0.055090705898251296,0.05551890448727325,0.055304552633235464
15,23.58705711364746,0.0366580913842781,0.08024133510243389,0.06231619250566528,0.05589465889603937,0.12179808651404536,0.09466389299302731
16,23.36382532119751,0.05832499579058432,0.05776366814011369,0.05804588483860562,0.0285057788345359,0.0348001359272619,0.0317992731666218
17,23.175841093063354,0.03344467968978544,0.06919528769139584,0.05429135823097705,0.057569802850527076,0.11612063293385441,0.0915603686782822
18,23.491235494613647,0.07403675425520571,0.14601188812015595,0.11565373490338693,0.05745757852920338,0.15622986104579129,0.11756570673434581
19,23.42932629585266,0.05125825988709379,0.07697519041410356,0.065354095957586,0.042743091127985786,0.13219372923679737,0.09811576216463556
20,23.16740918159485,0.02221821592357255,0.03304201952885204,0.028138593183557634,0.04656424226027852,0.05162852448912759,0.04915375902280195
