metric,mean,std
time,23.563968789192938,0.5218722721264469
rmse_c0_imputation,0.04825656953790744,0.013980994048131624
rmse_c0_forecast,0.13092384878869,0.11705350951126224
rmse_c0_overall,0.10114036171377039,0.08002664107287746
rmse_c1_imputation,0.05108128595896225,0.01711674585469934
rmse_c1_forecast,0.17316774196410217,0.1651355724650922
rmse_c1_overall,0.12992642230717483,0.11448674901546971
