metric,mean,std
time,36.01874491453171,1.8151726826719896
rmse_c0_imputation,0.23950103068715745,0.023555278622316534
rmse_c0_forecast,0.2608142692057441,0.06946170534581549
rmse_c0_overall,0.25133629753022785,0.046734534794012274
rmse_c1_imputation,0.0578970874866658,0.015612376665357024
rmse_c1_forecast,0.08088042853331075,0.04315287989044203
rmse_c1_overall,0.07109503453613228,0.030605332280274795
