run,time,rmse_c0_imputation,rmse_c0_forecast,rmse_c0_overall,rmse_c1_imputation,rmse_c1_forecast,rmse_c1_overall,rmse_c2_imputation,rmse_c2_forecast,rmse_c2_overall
0,90.95289659500122,0.06713247150856372,0.37071685473925403,0.26601095934435715,0.056953130423179274,0.2687221910343575,0.19395930187935315,0.07024751999029216,0.6501128151822024,0.4616709343078766
1,86.8624939918518,0.04830362579491375,0.2508266186202322,0.1803586812274532,0.0445876670451512,0.1592682821043617,0.11679386983514575,0.0889817195000981,0.371246510797079,0.26957097942222535
2,89.07923936843872,0.05157043490363343,0.5669893155647842,0.40195969522955083,0.052846006392873165,0.3478076410501128,0.24838951417056723,0.06173081105175096,0.8613088760174858,0.6096574758765134
3,88.16647696495056,0.07393484101603762,0.52686433415227,0.37563590250529727,0.05616407927008323,0.37627103111176574,0.26861036894868934,0.06507194259601536,1.1502864737203238,0.8134139567025125
4,89.44862294197083,0.05891376459505311,0.15524696585084427,0.11727783613011834,0.04645795814047418,0.09180424609130483,0.0726871025996496,0.0675571701112131,0.24211473135824682,0.17750368581221015
5,89.1889214515686,0.053404702135938405,0.16550714552498982,0.12281739923389579,0.03368791943954614,0.020926828894507248,0.028062245527319667,0.060342235502019836,0.2546264886867552,0.18477716347549325
6,88.61634111404419,0.060479476391412094,0.12826123897373093,0.1001719979571822,0.04574350490876519,0.09732840588301647,0.07596806923776454,0.048936787738127784,0.20559729574568303,0.14923276225616716
7,89.1567964553833,0.052350518815465444,0.23327328620224577,0.1688135345904455,0.05775992497759111,0.11894937826186576,0.0934116667135227,0.05318018297993201,0.40305797352528416,0.2870423136462876
8,89.21175622940063,0.06266045054928265,0.31885746459086967,0.2294470713723998,0.05336673203090487,0.3403537213794432,0.2432454128315112,0.06038855959986085,0.7991876405449427,0.5658486110380228
9,90.52216362953186,0.05921531509621405,0.1483501892050736,0.1128197581373684,0.052846043074068094,0.093201078462891,0.07569935516430792,0.06277549665141173,0.2195742013012099,0.16126945409062712
10,87.22597742080688,0.04976419115240575,0.06404423457500273,0.05732833421815216,0.046886364885990954,0.0528475055327047,0.04994666126108117,0.07444666210978435,0.11684195674340182,0.0979006751141486
11,88.26825284957886,0.03743211394003512,0.045794039219488325,0.04180962313333191,0.036917868152195894,0.04723727552275414,0.04237678488593854,0.04340492058096071,0.09733571518950138,0.07528141513681008
12,88.89104962348938,0.05057988554113786,0.14665283518634398,0.1095589991291619,0.047997627378983915,0.0718941451669139,0.0610885223364334,0.05147608991820551,0.13679995346908821,0.1032326743810931
13,89.19445276260376,0.04962573271244565,0.32477068011840216,0.23196744853842421,0.051581722526350356,0.13080622123009994,0.09931245466099206,0.06964311424181593,0.3603878770331165,0.2591718407021801
14,91.64239883422852,0.05200950485121656,0.2215198398805853,0.16067293725068799,0.047722083424875446,0.15347870529668858,0.11350511582744818,0.05982780597186255,0.2913115464875897,0.2099863867703854
15,87.92166590690613,0.07666857788293888,6.330236429296837,4.469505290016156,0.05443052845057522,1.3542136121218935,0.9568577094383233,0.04603324662783399,11.779868909028977,8.316704470072883
