0.000000000000000000e+00	3.636530402937243611e-01	7.117176765449850784e-01	2.885015773518387672e+00
1.500000000000000000e+00	3.739389510060246447e-01	7.847443468558622515e-01	2.920162659221926305e+00
3.000000000000000000e+00	4.031879373684210122e-01	8.473493290805275135e-01	2.928818195104504696e+00
4.500000000000000000e+00	4.486866472555443575e-01	8.991310127469359648e-01	2.911881519827907550e+00
6.000000000000000000e+00	5.075776741599409281e-01	9.402327747578151929e-01	2.870751450668677762e+00
7.500000000000000000e+00	5.772687850008534349e-01	9.711587852964816969e-01	2.807000972018480311e+00
9.000000000000000000e+00	6.555508206521930559e-01	9.926299995294453060e-01	2.722203430348390185e+00
1.050000000000000000e+01	7.405525560699712795e-01	1.005485683943196484e+00	2.617885926731688073e+00
1.200000000000000000e+01	8.306372656094340723e-01	1.010619383951122607e+00	2.495563476089044386e+00
1.350000000000000000e+01	9.243020606997729427e-01	1.008936179001095113e+00	2.356812432084864462e+00
1.500000000000000000e+01	1.020108392321211754e+00	1.001321726055945271e+00	2.203352977866790852e+00
1.650000000000000000e+01	1.116652451215025987e+00	9.886181262168544093e-01	2.037120554223981639e+00
1.800000000000000000e+01	1.212572459011969528e+00	9.716050550524962803e-01	1.860313425407839727e+00
1.950000000000000000e+01	1.306582637008496084e+00	9.509863353032382838e-01	1.675408367753680183e+00
2.100000000000000000e+01	1.397520031030200727e+00	9.273824207708449840e-01	1.485139340727177792e+00
2.250000000000000000e+01	1.484390298010638931e+00	9.013286992673511522e-01	1.292436153148845523e+00
2.400000000000000000e+01	1.566401538709902397e+00	8.732787576233566051e-01	1.100323287178890164e+00
2.550000000000000000e+01	1.642980064368358306e+00	8.436112265864110782e-01	9.117846405335270354e-01
2.700000000000000000e+01	1.713767048159093198e+00	8.126386901074164060e-01	7.296079410076821148e-01
2.850000000000000000e+01	1.778599024280930863e+00	7.806173329521474136e-01	5.562306526605027557e-01
3.000000000000000000e+01	1.837477475958843920e+00	7.477563547374288522e-01	3.936133528169859508e-01
3.150000000000000000e+01	1.890533283102973749e+00	7.142265540533894175e-01	2.431633655694786511e-01
3.300000000000000000e+01	1.937991027668911848e+00	6.801677981345469748e-01	1.057205585381920249e-01
3.450000000000000000e+01	1.980136701308462976e+00	6.456953123662300120e-01	-1.839763355944525752e-02
3.600000000000000000e+01	2.017290783648180152e+00	6.109048557573634186e-01	-1.293077980956670037e-01
3.750000000000000000e+01	2.049787328379810258e+00	5.758769141789894519e-01	-2.274509293232077900e-01
3.900000000000000000e+01	2.077958768220536712e+00	5.406800652039084332e-01	-3.134826206137051319e-01
4.050000000000000000e+01	2.102125630713273186e+00	5.053736651461123719e-01	-3.881778143396929504e-01
4.200000000000000000e+01	2.122590160326940367e+00	4.700099931728576319e-01	-4.523571580442500850e-01
4.350000000000000000e+01	2.139632858184978836e+00	4.346359670762152128e-01	-5.068356795148791782e-01
4.500000000000000000e+01	2.153511080419386214e+00	3.992945248535467728e-01	-5.523906720220662647e-01
