metric,mean,std
time,36.01111108541489,1.4159251289682526
rmse_c0_imputation,0.0960124229072572,0.020508690241700156
rmse_c0_forecast,0.15739259304473094,0.0993152899017633
rmse_c0_overall,0.13208176277848901,0.06817736614613572
rmse_c1_imputation,0.12574821511078704,0.02943597515825261
rmse_c1_forecast,0.20973998557188658,0.13060479152619806
rmse_c1_overall,0.1747707890926697,0.09079043204922406
