run,time,rmse_c0_imputation,rmse_c0_forecast,rmse_c0_overall,rmse_c1_imputation,rmse_c1_forecast,rmse_c1_overall,rmse_c2_imputation,rmse_c2_forecast,rmse_c2_overall
0,86.16237998008728,3.388727504721127,3.406052645223205,3.3973741325243485,0.4893144038157969,0.4994915471899726,0.49441330984361437,1.537837799100544,1.5656410135725656,1.551758369373968
1,83.78212714195251,0.527555837293761,0.6092755096497688,0.5697553840883115,0.4566411112647438,0.5071739884810774,0.4824908455823637,1.0883654328834516,1.251355966603456,1.172442548020785
2,84.59068322181702,3.9546996473198486,4.293140660886046,4.126863825070515,2.802866789342007,3.0862091927505584,2.947503283430778,5.306958219047149,5.519496889917952,5.413939559435225
3,83.92377138137817,1.9124463826523603,2.141608370681771,2.0299068191784273,6.726522826077367,7.359890459918178,7.049336951036159,3.895169510712726,4.068478564672191,3.982496939494039
4,84.31725192070007,0.5129048895252987,0.6033536559970413,0.5598180640437516,0.424578000695521,0.5209193699032229,0.47504720689203256,1.0436843323406775,1.2494873608116044,1.1508747601501859
5,84.7089433670044,0.9257573631847699,0.7066611950586625,0.8238661709484935,1.6405752880612994,1.684725696808594,1.6627282680394582,2.7352149968509614,2.8215533851343637,2.77858507132355
6,84.16942596435547,3.1380613656881424,3.446208582954728,3.295258874132716,1.0108270965024138,0.9514885000750803,0.9816986629085309,7.173346486903877,7.838077838783032,7.512032952458263
7,84.90002655982971,1.1047236892413494,1.1006716196950797,1.1027058273340173,0.7437213316181892,0.701259526961805,0.7228684129865687,3.3303164886667913,3.4531730930340028,3.39210967351988
8,84.91003632545471,5.4575295214085155,5.8061205456910345,5.633978721545498,1.5775910401037754,1.6096540127191818,1.5936532203748803,4.385835176479323,4.783846968135447,4.5885385696168015
9,84.62653756141663,0.5500584164967808,0.5994591067099653,0.5752123850204995,0.4422981339584984,0.5076665824143807,0.47600396393496586,1.0658281078771055,1.2573354606344802,1.1652244474245015
10,84.28344798088074,0.9523447359209406,0.9560046797308799,0.9541707617841191,0.777729787181097,0.7910713953682045,0.7844081752876237,1.3514746191831497,1.3666986741570286,1.3590842500624956
11,84.90673184394836,2.3782465868288596,2.3753000267658684,2.3767783530672375,1.6318058704843619,1.6164794418507813,1.624184607291585,2.11756937720891,2.1181683479504514,2.1178679507781903
12,84.96622610092163,0.5089970395550093,0.6000874794063277,0.5562680304357318,0.4333657296488209,0.5398461749160371,0.4893449291808517,1.0398741230363575,1.2615595341703527,1.1556991952446898
13,85.57626938819885,0.5129242506992829,0.6022304644756981,0.559223823398291,0.4618346279109807,0.5229847440033384,0.4932629415866248,1.0954782314590106,1.2504358114859753,1.1752722710133647
14,85.59678173065186,1.9341637835645038,2.0216491285370677,1.9782538541924917,3.031954331510809,3.128885552424399,3.0806502156015334,1.8579476440703522,1.9230989402557213,1.8907024577549758
15,84.54136419296265,5.643867092551967,6.063061601634139,5.856563140750992,0.9663587353269976,1.062149655831935,1.015235381883472,3.9872834923376557,4.176987722970945,4.082942025917175
16,84.53441786766052,0.5631908313454476,0.5991633695397129,0.5813993454888016,0.44669189614204885,0.5224996589528098,0.48595815570423784,1.1337353207789302,1.2449472115357698,1.1904673938946706
17,84.4226987361908,0.511770478279151,0.6086409343996776,0.5621453081426342,0.42332589639681417,0.5111222274807945,0.4691455883741092,1.0434531900546173,1.249319736436982,1.1506789175015777
18,84.59580993652344,5.078841635745667,5.463277757694241,5.273964863474359,2.5756401894951795,2.859748698947139,2.72096254013432,4.197813372913049,4.2583139390924565,4.228077633315149
19,84.36548233032227,0.5430954055189713,0.6031440748856278,0.5738122386307168,0.695062861060126,0.7640666544275332,0.7302727474471195,1.138505641046659,1.2635990537157453,1.2024852525492764
20,84.92169666290283,0.5418164640303862,0.6011855136699292,0.5721790384007438,0.5048740206705304,0.5040755440572358,0.5044761840723748,1.2002444282616231,1.2347988902881608,1.2175904203853687
21,84.91179704666138,0.5279764021732344,0.6021335299401473,0.566154922332347,0.46685854239908714,0.5111933513112111,0.4894591186819008,1.061760523894197,1.2530983299322291,1.1610794592641185
22,85.24921107292175,0.5418040062234374,0.6036072041834762,0.5734425464991508,0.4710242728112312,0.514158054853951,0.4929959375558358,1.1000871906228091,1.2503680818104985,1.1773936823829798
23,85.97911071777344,6.233333465889494,6.878973835861034,6.5630920233483065,1.8919018504786191,1.5847723517922494,1.7455833501970845,2.144038251716559,2.1525022313915056,2.1482612261751433
24,85.35804986953735,5.16489993290084,5.54162102468478,5.355986831363438,3.380952284176922,3.7061122521386616,3.546753971216539,2.533091802161829,2.7694686627803695,2.6535453709440984
25,84.91982460021973,0.5500308533058235,0.5988359649400561,0.574875542100544,0.4927112629767944,0.501363100914444,0.49704253065952936,1.184689526008226,1.2359893341257795,1.2105312991407937
26,85.29981970787048,0.5082894966731513,0.6037693393980984,0.5579268999129043,0.41959237766963675,0.5172792609030044,0.47082400528507135,1.044210051888522,1.2523372873384848,1.152656561599121
27,85.18780899047852,0.5142558619815405,0.6001888848003607,0.5587429854454615,0.4258883291126897,0.5231288432763176,0.47684230612268674,1.0632030073685337,1.2539593468625236,1.1622043042531747
28,84.6820957660675,3.9552993248053294,4.149424377271141,4.053221809388298,1.6919666731723613,1.6128225195198804,1.6529916084000447,2.33151243456464,2.345586618122167,2.338538191812419
29,85.06227231025696,0.5087545911650764,0.6023756212104896,0.557388355259082,0.42247181760163155,0.5272195920808688,0.4775631028660493,1.0435133427855392,1.2457546143275855,1.1487781196758482
30,86.20097589492798,0.5128329476351612,0.6020819322989874,0.5591020930437881,0.4342099812632378,0.5055439093320513,0.4711178812952802,1.0441250277680645,1.2511838971969353,1.151993412478276
31,85.15027022361755,0.5410529855147689,0.6005060889375798,0.571460613412413,0.5055287026190006,0.5327797411789302,0.5192905619287165,1.1556286598829062,1.2431823462612845,1.2000678445194373
32,84.96832847595215,1.7428746021722465,1.7971704627798566,1.7701461474666917,3.9721165749034872,4.465797729645015,4.2254042633412805,6.070827776557405,6.835836118475817,6.463468346173396
33,85.13515114784241,2.8141685113587345,3.158022831717581,2.990506246521778,4.348967549429262,4.595074863974287,4.473330663416681,2.86901021713959,3.517189247069799,3.208499999755719
34,85.43742728233337,0.5810195406298551,0.6008391407332397,0.5909815596838478,1.0277420374604211,1.061157269557339,1.044531233981943,1.9219871214887772,1.920278643131859,1.921135733409824
35,84.57343435287476,0.5283774968069622,0.6065134888619019,0.568667364371462,0.5019521339133675,0.5205591866616643,0.5113113243283136,1.143402458061587,1.248040981062417,1.1967029532542435
36,84.7702989578247,3.5328641815848663,3.5410646942499273,3.536954041146547,2.244389408930158,2.2460544714920427,2.245219501006236,2.8927346880694453,2.880640206418674,2.8867126199886344
37,85.26193594932556,1.0724859822987873,1.0464808634279354,1.0596037097075564,0.8556678717552724,0.7632319818042754,0.8109120627066394,2.2360273648119984,2.4432543701514686,2.341611571504201
38,85.45737910270691,0.5435560823322314,0.6099015479044039,0.577578874221256,0.4704671560446565,0.502206634944219,0.48654633599882413,1.0965106387656183,1.2433731799746686,1.1720157661081727
39,85.11892104148865,3.8848221925479804,3.7925595840426083,3.8391117669426946,1.6438331453077328,1.6367445107838865,1.6403036987252164,1.9876073372895968,2.0221345249307596,2.0048914772360935
40,84.92187786102295,5.025781333989297,5.390604836560988,5.210818557142201,0.4776477291465009,0.7073953478168317,0.6032028542322996,2.192764979885866,2.5830048253916544,2.395237595677447
41,86.27875971794128,2.0826815074318015,2.054092848691044,2.0684810995879173,1.9111020069347735,1.7572560998638505,1.8360307756295777,1.642976729134713,1.578697949319362,1.6112580291906078
42,84.77648830413818,1.985888966703716,1.9943609594145046,1.9901162749652983,3.117861863983634,3.2143117104148824,3.1663038204341016,1.4164505466584063,1.5266244795568729,1.47239674130852
43,84.55781173706055,1.7966415620954366,1.2563671398417258,1.5510509026500456,3.1994365821448296,3.4382543218118675,3.320621094919159,5.6603663902959385,6.219282905567936,5.945525334566075
44,85.22466850280762,2.1425476931822796,3.1054267220506815,2.6663124158730827,4.163132798190395,5.09328481184126,4.6500754202437555,4.925901689680322,6.171168330270789,5.581432466721982
45,85.2434434890747,0.8277701100481807,0.8420133403758456,0.8348999130955252,1.3249693804264406,1.4876410731315497,1.4084023728821538,7.587843028600581,8.088644243810295,7.841462561176329
46,85.15390133857727,0.5302716051740617,0.6062158872654148,0.5693930099560143,0.4920837060367746,0.5157308033980149,0.5040091232702262,1.121068773545276,1.247151939475891,1.1855911942205914
47,84.84036588668823,0.5119845189790513,0.6035520459351293,0.5595020130029428,0.4314064704658248,0.5237467912803743,0.4796600256443412,1.0457583729507827,1.2403789305978286,1.146901127697903
48,84.7660984992981,0.5096693757438253,0.6063028715747334,0.5599241437739831,0.4170183969955335,0.5160087476537,0.4689784872995948,1.048147856291521,1.2485988948032496,1.152427634761279
49,85.89428663253784,0.5106846696157159,0.6035085744118199,0.5588824736680535,0.4353153914844053,0.5187620548137576,0.4787303724859536,1.0434357305832689,1.2541827914280361,1.1533048460882116
50,85.67300367355347,0.5938396855620918,0.6048452140166252,0.5993505685294919,0.4828522249327526,0.5000963781977784,0.4915230688931204,1.1860642809053266,1.2419055916891693,1.2142190095548588
51,85.51591062545776,0.6040562034207106,0.6190104658001804,0.6115557518663011,0.48957457161603346,0.533665631383264,0.512026229699551,2.0029879083104873,2.1394436521352316,2.0721267783782613
52,85.41843509674072,0.9760613982081202,0.9806639891938829,0.9783582310887539,1.2494190194180659,1.232067468565404,1.2408006022580265,4.086906991369791,4.085555969266159,4.086233640548902
53,85.08562517166138,2.4353715337463764,2.9391952207466634,2.698283475932919,4.598732435054971,5.257014537084137,4.937830011490795,2.7061062990686775,3.054208976138802,2.884870629809983
54,85.16291999816895,0.6015872626917689,0.6207242794797767,0.6112008652540398,0.49525793509438193,0.5296672667230167,0.5126977519434308,1.1158995427890848,1.2363609567994116,1.1774840708419445
55,85.28543996810913,0.5369173674625177,0.6147983766457852,0.5770519362129143,0.43016542565249655,0.5174429126673787,0.4756741603832185,1.051050264947308,1.251011046303184,1.1550543867202032
56,85.20373034477234,0.524708757323949,0.6006907812453202,0.563862708455355,0.4374305687080201,0.5005056492951133,0.4699293069692067,1.0432566354368835,1.253719342896472,1.1529723744696097
57,85.3818473815918,0.5121923087502321,0.6023429979154467,0.5589476892081937,0.414799999619774,0.5118762224054109,0.4657231275390974,1.0447551474162187,1.2520700767743156,1.1527596044998094
58,85.81609201431274,4.101477165081824,4.360011287156615,4.2323160596762825,3.9099953776253726,4.37210578519281,4.146772839685103,3.6068878828141426,3.7469873518720216,3.6773866289735486
59,85.6161675453186,0.5227173398448987,0.6062974456720727,0.5659222754605784,0.4461173580201353,0.516606497037953,0.48254096361394483,1.0757183784733753,1.2443298046093598,1.1628215775599389
60,85.52298283576965,0.6027500617235947,0.6705834965431168,0.6374640315451149,1.1593713837189417,1.6994518599774933,1.4538687488358844,1.1933942528223789,1.7222886976776628,1.4808214252148688
61,85.63436198234558,0.5575833501251467,0.6095085520480051,0.5840424118549778,0.42103610844657,0.5081612563772661,0.46650137529027136,1.043568934984632,1.2463787998009743,1.1491408597185693
62,85.41255068778992,0.5103269506669075,0.6055022056241669,0.5597926752717348,0.4225444676256851,0.5095153513235287,0.46791943246377177,1.0458085248610458,1.246571253479141,1.150265543198636
63,85.25509905815125,0.5833108652747325,0.6004929050244033,0.5919374669410077,4.631818171039905,5.365765492116922,5.011103671261066,1.6595774589766232,1.7193074521715612,1.6896133777120756
64,85.26564121246338,3.354983614086893,3.801298592422902,3.5843992537836487,3.6646384799372016,3.9816699631827808,3.825945576394664,6.831840169569226,7.175889409733554,7.005441291448283
65,85.19872784614563,4.584253024450066,4.965836365240775,4.778260880838079,3.7159615358628755,4.025477754240167,3.873330401395875,1.9735921557869087,2.281457469498834,2.1326079387830275
66,86.57211184501648,3.70940509811103,4.351402778778178,4.042169638173219,4.047934269990427,4.69117924917575,4.380377979175758,1.4249984084993559,1.5119253380811135,1.468969600097502
67,85.28443574905396,3.701925005887838,3.763274961106017,3.732630468112669,2.7210460462929236,2.8955024453584612,2.8093570018122715,5.624775591131415,6.4602787337434355,6.0556521789712034
68,85.60006618499756,0.5449850502393457,0.5997776726081887,0.5729513757537444,0.5491515321347674,0.5368944001454993,0.5430766391410451,1.1220419838786788,1.2463946429888901,1.1856560014463897
69,84.9236650466919,0.5110565043678353,0.6034707493529174,0.5590325703083798,0.43716319446944296,0.5107952510657565,0.4752925421371974,1.0455429617077725,1.2469954599753141,1.1503736383414447
70,85.01215267181396,4.196292884977449,4.785421177000511,4.499591412680924,1.5390070207485227,1.99087521463404,1.7786452363371512,6.023554694053291,6.531227057414885,6.281730741425398
71,85.3174352645874,0.5625722584572485,0.614288770860775,0.5889179209231278,0.4566556451442108,0.5191780643237376,0.48882009665517234,1.086111596885086,1.2420757751265066,1.1664603371549893
72,84.91584515571594,1.656034301563887,2.0226995845112437,1.847912490974411,4.819481929994654,5.30535892445908,5.067490210763418,5.826361994001299,6.425834285295312,6.13249375000863
73,87.59777665138245,3.604356757733315,3.963506266543713,3.7876313369983707,0.7336208706283517,0.5343316960648743,0.6420658599684669,2.3032873498019133,2.26232944122442,2.282964045384155
74,84.94605159759521,0.5124707815839273,0.6094230539981685,0.5628871613748619,0.4179662264213425,0.5123175150850536,0.46738183805700667,1.0396809386543266,1.2481762607267821,1.1483454243598676
75,85.28627038002014,4.108412865695462,5.285931685705639,4.732106769041546,0.8507906817232163,0.5079007208318375,0.7011630591407845,5.335263387105756,5.492493236222027,5.414204179191977
76,85.37859749794006,0.5115583783351048,0.6006218976042392,0.5577320399347381,0.4157873213126492,0.5222398885399698,0.47185936555277846,1.0406898687719917,1.2678709353570707,1.1595038326466183
77,84.99236464500427,2.6535182843608607,2.76004040178882,2.707137403671381,4.992115758696967,5.5438705434354665,5.2743535358088725,7.024077619059039,7.629378501593928,7.332034202711242
78,84.93030142784119,0.5580946047861636,0.6059206556249855,0.5824242445266723,0.5059865066782463,0.5282488494013297,0.5172027960161605,1.127495458159713,1.254244090651643,1.1923577072378189
79,85.11560821533203,1.8672338866538538,2.71251524025122,2.3272560641300393,1.4902593162253452,1.5701020075429937,1.5305770050164365,6.900821986947635,7.596531634397914,7.255936072167881
80,87.14561867713928,0.5795585581495106,0.598783767296392,0.5892196320025408,0.5247508701297713,0.6196088124322431,0.5739949429884734,1.0890204661792529,1.2339110184910533,1.1634976300073487
81,84.98499417304993,0.5227269417817757,0.6060709760466477,0.5658057988418149,0.4273574935807027,0.5224476938916419,0.4771292583178478,1.0480549799131393,1.2451198097026115,1.1505074490200589
82,85.15048098564148,0.6107197668229063,0.5990242519460112,0.6049184922691331,1.011653087828342,1.0618342079352976,1.0369690719150515,1.211874875532224,1.2672314830752833,1.2397759520443938
83,84.96860980987549,0.5141361896287264,0.6009298510471917,0.5590846134390932,0.4392661859347061,0.5117173395676498,0.4767571585365176,1.0420197502624662,1.2495010066570824,1.1501253802053535
84,85.60917091369629,4.5124852443690315,4.775553260192103,4.645472001186876,4.090245657396442,4.441330561031353,4.268852042050201,2.37200092011425,2.2896692879116345,2.331326817581051
85,85.17735195159912,0.5148644678701716,0.6009207581922956,0.5594157886245451,0.4343354162930008,0.5176649717623338,0.4776908747291002,1.0586968647055555,1.2485209747583816,1.1572120153663878
