metric,mean,std
time,23.779680910110475,0.6966087757135468
rmse_c0_imputation,0.10604430987819446,0.016147278948147943
rmse_c0_forecast,0.12175847760689779,0.03892913038788435
rmse_c0_overall,0.11533837613306258,0.02470092444292526
rmse_c1_imputation,0.04671021985605552,0.009413638466229671
rmse_c1_forecast,0.05315726649282955,0.01617738365617417
rmse_c1_overall,0.05038986457601414,0.011753877653751238
