metric,mean,std
time,424.04794056618465,22.542025032055573
rmse_c0_imputation,1.1442498705165658,0.3655412196549296
rmse_c0_forecast,1.4016354501077364,0.42650095427799395
rmse_c0_overall,1.2855255712619433,0.3753074007813312
rmse_c1_imputation,0.5167017298023634,0.1984543385918894
rmse_c1_forecast,0.6458014768169504,0.24788867816712515
rmse_c1_overall,0.5883706643004305,0.2143388769388369
