run,time,rmse_c0_imputation,rmse_c0_forecast,rmse_c0_overall,rmse_c1_imputation,rmse_c1_forecast,rmse_c1_overall
0,418.9731140136719,0.5487133938133553,0.5701698572768549,0.5595110658738116,0.2772728936684887,0.24711381769601387,0.2626735278159193
1,425.83499240875244,1.4445510938137318,1.4604612284271477,1.4525031630820295,0.7787644939960121,0.7667646640566113,0.7728065615426901
2,441.4203140735626,1.1931119409161943,1.486764499036815,1.347503842945915,0.5420650227219155,0.6549341488456344,0.6009793435165626
3,444.1235980987549,1.238001883014198,1.530603996605237,1.3915591221665289,0.5464801795901719,0.6652648511879227,0.6085924366378931
4,393.94732761383057,1.4491986220123574,1.4625662158671906,1.4558769394224595,0.6796402559048045,0.6916227501437016,0.6856390152901796
5,441.62873697280884,0.5330785680319042,0.7200793917682392,0.6332286530544473,0.14034128274673124,0.24763295410893038,0.20110703410335476
6,449.97254943847656,1.0816967011652556,1.509032556821526,1.312211504553105,0.44640149600348544,0.645965399233128,0.554917324588189
7,422.2836992740631,1.549798923083534,1.5383382241091985,1.544097058130249,0.6616666997671502,0.6603579973620913,0.661014710916257
8,453.252140045166,1.397322832581598,2.0987652926539306,1.7818090910276423,0.6267408571384399,0.9984139177307367,0.8329924223588219
9,424.31560492515564,1.462574953096321,1.507563315266582,1.4851694139256975,0.6823174954323967,0.6422789201125882,0.662663034172477
10,414.32740211486816,0.5685953145828312,0.7387047901546232,0.6588977968148484,0.19222513718278247,0.26975141103340594,0.23409907401849325
11,410.6474530696869,1.224369064512964,1.4614578697382645,1.3477675939121718,0.5385511432291333,0.6466487516021248,0.5948919324499677
12,401.57670974731445,1.5209117758865587,1.4960635541057448,1.5085775300536373,0.6526263808206082,0.6770870431071667,0.6649310982382792
13,434.90790152549744,1.0177834733028026,1.4105032905960606,1.2293152365461242,0.43523437919199687,0.6185277300923662,0.5345109034631768
14,442.7741298675537,0.730583626288829,1.4137673264763362,1.1242612397231109,0.48931328193170825,0.8890750997938428,0.7169956156741227
15,376.6152677536011,1.5609228513535625,1.5264050980000377,1.5438142144454998,0.6355911556204138,0.6488706662086727,0.6422445489926057
16,447.21069598197937,0.5892038802350003,0.8303969469581256,0.7196018489235185,0.1792437947481873,0.2874598624830618,0.23937854390194474
17,432.923220872879,0.8854086605718965,1.4871553966598323,1.2229333711291568,0.340323129437959,0.7025441855423428,0.5514577855397399
18,439.3293135166168,1.1687980377608178,1.4735001408230248,1.3294328443668586,0.5045315552944429,0.645878365936523,0.579311829119678
19,439.3592109680176,1.3655301891860212,1.6713784937056266,1.5256613655878342,0.6017195151611405,0.7543606120986958,0.6820855768401167
20,428.10323572158813,1.3951613461597439,1.4572110948140549,1.4264270028795565,0.6161967968920279,0.6453843537143855,0.6309139183636896
21,411.52127265930176,1.527959947321542,1.5267054661205413,1.5273347895368659,0.6528025056567215,0.645195679655139,0.649022085702881
22,403.9281539916992,1.4805534465457002,1.50745931165324,1.494025038686186,0.6949700320345285,0.7558844147169126,0.7259715122743983
23,438.6470673084259,0.9556218349879149,1.393716464214249,1.1942471147923097,0.40600164574302433,0.6022698635123286,0.5132980810131392
24,436.9586374759674,0.8230841430522644,1.2736754354592064,1.0716280550056674,0.31752609883580485,0.544931652174276,0.44562447156737817
25,401.48847699165344,1.2403722361895662,1.4600666205605144,1.35433925287161,0.5298426798988756,0.6439406807835948,0.5894809792579438
26,414.1102018356323,1.3600634974857528,1.5061492625262562,1.4347393346344053,0.6068692214229097,0.6512555079501752,0.6293846285475024
27,417.1898148059845,1.207587172570192,1.4557506267278109,1.3370522902596977,0.5816723132027541,0.6669811876771135,0.6256495595939099
28,437.8431541919708,1.2462040266641172,1.4584177536736311,1.3561376754523078,0.5552581319302545,0.6451771118108384,0.6017594332617358
29,444.036598443985,0.9287918568487156,1.3934260501309694,1.183412260452128,0.3506903744228879,0.5939880721000047,0.48738565940929396
30,396.90571093559265,1.4568974650811275,1.4740289988474897,1.4654615811775356,0.9538542152327104,0.9377008657216491,0.9458371858447758
31,411.99884557724,1.1683723961757448,1.4819901053091566,1.3339414002048082,0.4888630713811259,0.6491445934967007,0.5743725169872322
32,413.6073524951935,1.4460747552518012,1.458577736703965,1.4523202255848833,0.7596581961284663,0.7283173864100881,0.7442016086623257
33,420.2801659107208,1.9488721080291433,3.0952731948526675,2.5846473909861634,0.9438188523805923,1.5899654554016216,1.3064616098512218
34,365.97565507888794,1.6008561351670891,1.5653217195274802,1.583243971125472,0.6483728299285235,0.6460817280644028,0.6472318614507133
35,437.2209801673889,0.9061769670285477,1.3419848535589265,1.1443399429791619,0.32480621269896753,0.5535298116783811,0.45346911881494617
36,418.43624114990234,1.443017175114055,1.4624223382184602,1.4527219318784745,0.8148668420148744,0.8142844782434216,0.814576619280856
37,422.3484511375427,0.5558467860287679,0.6048326486524984,0.5807801038979168,0.15710446633155237,0.18303176252162454,0.17052121055190897
38,394.73213386535645,1.3680918280742298,1.4573618950597191,1.413292819062231,0.6148918576188841,0.6540258205410958,0.6346995641146672
39,433.6514267921448,1.33378568125645,2.359978792102004,1.9152905370608304,0.7000327560023369,1.1581737300247408,0.9562322310816757
40,437.1391704082489,1.1666410734168329,1.4524664305714035,1.3168861029021366,0.5692661490193099,0.6587374031644102,0.6154903075730394
41,436.93054485321045,1.2493873724112947,1.478889648892087,1.3686001589236723,0.58260330240785,0.650604015039514,0.6174345914527736
42,407.0751619338989,1.4666466698463578,1.4800580850850702,1.4733467473322348,0.8258941866860043,0.8231726859247067,0.8245387982277125
43,434.42127418518066,0.5278936807287516,0.5455551434527053,0.5367695461759507,0.20598789153684038,0.16458730093592852,0.18650440421187187
44,438.0464174747467,0.5849901967946965,0.9340857660448172,0.778806046258482,0.2789708693464123,0.5320326604320279,0.4244079048725908
45,335.7874732017517,1.569703635975611,1.5341775194394127,1.5520975617845647,0.636791562629538,0.7189360880591109,0.6789792557960164
46,397.3176317214966,1.4548603478436046,1.4650918029904965,1.4599691012589806,0.8222991371502761,0.8100581013956838,0.8162206340862839
47,391.91898703575134,1.5532003961260248,1.5381577154265045,1.5457207857615836,0.6578282734116653,0.6450878111389582,0.6515090306383624
48,434.39270663261414,1.310245158431812,1.4724442585312327,1.3934540530250243,0.5908673416020479,0.6808624411143893,0.6373152041002093
49,437.35311675071716,1.1779103763925345,1.456641761967207,1.3241960651173907,0.4975352657163563,0.6438251068642282,0.5751225760132037
50,397.50749707221985,1.4149836123408945,1.46914806755807,1.4422357659151686,0.6454620380198379,0.6451807257875126,0.6453218354134703
51,439.9296073913574,1.2564153555967523,1.4675516652995226,1.3657407804954986,0.5612050733613981,0.6448470608484999,0.6043445246456609
52,447.4367175102234,0.9828940433742898,1.4016324887422393,1.2098644064757211,0.3932203187076135,0.6053330099045227,0.5100933447255176
53,443.0607678890228,0.5236887574904567,0.47091595610129905,0.4980839621445869,0.21502363061479413,0.2065576373000037,0.21084631601522844
54,389.0584659576416,1.3654732272108323,1.458132840941342,1.4124187509552288,0.7393200941653927,0.7521723715758765,0.7457539009131926
55,413.34923911094666,1.5718805271160514,1.5618619841088424,1.566894867936789,0.6683373557571284,0.6761016041041465,0.6722185958824869
56,441.0382921695709,0.5802625709820479,0.7180024296038614,0.6525622804409826,0.16700827402340618,0.2358824389343701,0.2042618954312373
57,468.7393686771393,0.8216687833639433,1.3487187773798364,1.1159342207406504,0.383598699358154,0.5963032732348552,0.5010370456992346
58,419.05033230781555,0.9262396682224756,2.27162397728743,1.7327423986730872,0.6270404470649179,1.3211978051962536,1.033085264800947
59,437.45042729377747,1.371482403016679,2.145280593699039,1.799265870697429,0.740414880734974,1.0497133353654582,0.9078511469739435
60,435.0004370212555,1.5080857272314192,1.5105813798261905,1.5093301820296068,0.6661025214602704,0.6591228094993976,0.6626327272083533
61,416.0976448059082,1.3772823082703962,1.476123915818989,1.4274049455245623,0.6098760310174932,0.6572317058124518,0.6339224549085727
62,364.43457221984863,1.5607926547001805,1.53604212478337,1.5485053922785692,0.6815235360929446,0.6576642348148027,0.6697373049215649
63,449.85948371887207,1.1813763479892565,1.4548154900614707,1.3247438590832459,0.5062120549962335,0.6422509449525922,0.5780355549412823
64,442.4764437675476,1.1443938732130787,1.4912954885988448,1.3286743783179076,0.49711434411339017,0.6533195364142464,0.5802539370962336
65,443.40751123428345,0.7248604335935265,1.0818169555465824,0.9202558130188411,0.2492864891961497,0.43760682621486335,0.3558373996031817
66,418.3926200866699,1.2096831166461037,1.5187321188306224,1.3724528510219416,0.5427952401599837,0.6510043155015908,0.5991789640013743
67,412.2115650177002,1.579267333767471,1.5666126896777237,1.572972448841857,0.6673025338592302,0.671504722717023,0.6694003802257542
68,444.7858774662018,0.7575003139077908,1.5482604445917212,1.217628238850488,0.4328880218590475,1.0134856301185615,0.7784372433875797
69,386.3356103897095,1.040023578201958,1.4270804090365132,1.2480450194755477,0.430774213531258,0.6198900135795339,0.5334843285271975
70,442.6362521648407,1.580573665653636,1.5483215251123281,1.5645809391284538,0.6898086070297627,0.6463750605202109,0.6685123140961247
71,439.2161958217621,1.2030598755518382,1.4891961473111937,1.3532661191627027,0.5300496859479567,0.6524119953247985,0.5941983412432441
72,428.0746343135834,1.3025208654478582,1.4780220799274157,1.3927651739927307,0.5856683671028369,0.6500949555108099,0.6186205874511435
73,441.2342290878296,0.5307779156702523,0.6447078634550288,0.5903203449197573,0.16857345795889753,0.1727796333000399,0.17068295102689302
74,448.18555879592896,1.244519415276189,1.6616359661756814,1.467325171517576,0.5689088244900524,0.7425384505343388,0.6611774483099342
75,449.08828353881836,0.6492762752507997,1.2023522128990753,0.9654067045343192,0.2824449855282368,0.6590935202662438,0.5064951504012322
76,443.3142514228821,0.6815023310856364,1.0167361586026484,0.8649925726454598,0.2151466506392262,0.4306810556586581,0.3401033769852642
77,443.93888568878174,0.5735179280530545,0.7833477894611924,0.6861740388072705,0.14947474755842297,0.27576830192588053,0.22161176614480205
78,412.9919409751892,0.48084174213095066,0.44401171025299063,0.46285056614273135,0.21190835909519887,0.19344308601430962,0.20291463439698182
79,406.77185249328613,1.2273499274855213,1.4626520289462674,1.3497716389401615,0.5788246775625989,0.6732040420036915,0.6276438369642973
80,416.6655752658844,1.1169205243528801,1.4798582861911662,1.3104495343492146,0.48116245349758546,0.6477604894721327,0.5703179160608437
81,415.80465507507324,0.9538560326389249,1.35847971299797,1.1731141759248123,0.38736503515994286,0.589037409077257,0.49819840544575467
82,430.50684213638306,0.4947860853005624,0.5025891848185069,0.4986907428387728,0.14428778908342343,0.1560499156584997,0.1502656601484923
83,413.52257680892944,0.5648361297781724,0.6016477895697435,0.5834749977826177,0.21596439213182816,0.2749983030857936,0.24715824308889037
84,436.1801018714905,1.2168134396282309,1.466219356752721,1.346913049370318,0.5385518486212756,0.6457831995940294,0.5944234192091011
85,442.1144771575928,2.0025445768730874,2.491446421477151,2.259496120968201,0.8941064753182046,1.1721271129221456,1.041997787139723
86,416.2680661678314,0.7786086961247505,2.0339309689308718,1.5381982638908556,0.599676381375709,1.3000388353787582,1.011327817690678
87,447.45709252357483,0.8540502318247689,1.2770442145601368,1.0856876852311894,0.33467697114624495,0.5409230095595048,0.4494684608774635
88,408.92613196372986,1.5180114518578476,1.4869331176531793,1.502601043987806,0.6424137986235421,0.659171592925254,0.6508205314676078
89,430.06745409965515,1.0001176196930524,1.4286255815843,1.2324699059163717,0.4181936609609866,0.6167705953436428,0.5266173449651631
90,445.1126251220703,1.159829916703084,1.4757428819104796,1.3267306967742003,0.5102770070242669,0.6453107880624938,0.5815163456902716
